chart_pos,artist,title,release_year,country,link
39,"Petit Mal","Song to Shout in the Ruins",2009,UK,https://www.youtube.com/embed/COGXugxZ73U
38,oOoOO,Nosummr4U,2010,US,https://www.youtube.com/embed/YXCD2tXSavs
37,"Xeno & Oaklander",Werke,2009,US,https://www.youtube.com/embed/t379d0K52Xo
36,Liminals,"The Swim",2009,SE,https://www.youtube.com/embed/NEf_9lMFrew
35,"Washed Out","You'll See it",2009,US,https://www.youtube.com/embed/Jd_kKqvnmKI
34,Hurts,"Wonderful Life",2010,UK,https://www.youtube.com/embed/1TB1x67Do5U
33,Edrupt,M-U-S-I-K,2010,US,
32,"Crystal Castles","Not in Love",2010,US,https://www.youtube.com/embed/32udqal_lyQ
31,"Washed Out",Belong,2009,US,https://www.youtube.com/embed/pqP2-w6AWS4
30,"Zola Jesus",Stridulum,2010,US,https://www.youtube.com/embed/7VUx43Kvcrg
29,"Miss Kittin & The Hacker","1000 Dreams",2009,FR,https://www.youtube.com/embed/D0uXfgPfwXY
28,Ganymed,"We Like You (The Way You Like Us)",1979,IT,https://www.youtube.com/embed/oc29_93YmhE
27,"Oneohtrix Point Never","Betrayed in the Octagon",2007,US,https://www.youtube.com/embed/CToGFehgNQk
26,E.R.P.,"El Camino",2010,US,https://www.youtube.com/embed/96uWSicsgaw
25,Sixfoe,Seasons,2004,US,https://www.youtube.com/embed/jWLaHF69S5Y
24,"Xeno & Oaklander","Rendez-vous d'or",2009,US,https://www.youtube.com/embed/f3rnRO9fYIg
23,"Washed Out",Olivia,2009,US,https://www.youtube.com/embed/PL_RcV_JLFA
22,"Led Er Est",Laredo,2009,US,https://www.youtube.com/embed/DmH-Kh8UDCQ
21,"The Caretaker","Friends Past Re-United",2001,UK,https://www.youtube.com/embed/WtoqwWYnu24
20,"Xeno & Oaklander",Sentinelle,2009,US,https://www.youtube.com/embed/REtRJH-Yiz0
19,"The Exaltics","Reticulation Notes",2009,DE,https://www.youtube.com/embed/aU9Frx7P-0c
18,"Void Vision","In 20 Years",2010,US,https://www.youtube.com/embed/oX9EuBEhEsM
17,Fennesz,"Rivers of Sand",2004,AT,https://www.youtube.com/embed/XWAghDS6s4Q
16,"Zola Jesus",Night,2010,US,https://www.youtube.com/embed/ah8QWamNXWk
15,XIX,1111.,2010,US,
14,"Led Er Est","Port Isabel",2009,US,https://www.youtube.com/embed/_lhgiHZbMac
13,Gimmicks,"Visst är du kär",1976,SE,https://www.youtube.com/embed/wi0yW7dl1k4
12,Cassie,"Official Girl (CFCF Remix)",2008,CA/US,https://www.youtube.com/embed/m3r7SEfTX64
11,"A Place to Bury Strangers","I Lived My Life to Stand in The Shadow of Your Heart",2009,US,https://www.youtube.com/embed/JJuziTMtXKk
10,Airiel,Thinktank,2007,US,https://www.youtube.com/embed/2jP_JdJKBxM
9,"Fear of Tigers","I Can Make the Pain Disappear",2009,UK,https://www.youtube.com/embed/pL1Bp8mJDvg
8,"Romina Cohn","The Night",2001,AR,https://www.youtube.com/embed/776vqpDDVqU
7,Games,"Strawberry Skies",2010,US,https://www.youtube.com/embed/nHZMLIZLeM8
6,"Xeno & Oaklander","Shadow World",2009,US,https://www.youtube.com/embed/E2thdcEAFy0
5,"Led Er Est",Scissors,2009,US,https://www.youtube.com/embed/povMIUZGkQ8
4,"Xeno & Oaklander","4th Wall",2009,US,https://www.youtube.com/embed/vt-0UC_sEmU
3,E.R.P.,"Frozen Volatiles",2010,US,
2,"Oneohtrix Point Never","Physical Memory",2009,US,https://www.youtube.com/embed/uHrWHXL065g
1,Games,"Midi Drift",2010,US,https://www.youtube.com/embed/EmUAkym3Djw
